"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"350925 Cajati";-;-;-;-;-;-;-
"350930 Cajobi";3;14;4;5;-;-;26
"350940 Cajuru";6;30;9;10;-;-;55
"350945 Campina do Monte Alegre";-;-;-;-;-;-;-
"350950 Campinas";443;484;139;126;89;67;1348
"350960 Campo Limpo Paulista";12;16;16;24;-;-;68
"350970 Campos do Jordão";14;18;14;9;136;-;191
"350980 Campos Novos Paulista";-;-;-;-;-;-;-
"350990 Cananéia";-;-;-;-;-;-;-
"350995 Canas";-;-;-;-;-;-;-
"351000 Cândido Mota";8;8;6;3;-;-;25
"351010 Cândido Rodrigues";-;-;-;-;-;-;-
"351015 Canitar";-;-;-;-;-;-;-
"351020 Capão Bonito";12;13;11;12;-;-;48
"351030 Capela do Alto";-;14;-;-;-;-;14
"351040 Capivari";15;13;17;2;-;-;47
"351050 Caraguatatuba";25;40;27;13;-;6;111
"351060 Carapicuíba";73;57;34;35;10;11;220
"351070 Cardoso";1;9;-;2;-;-;12
"351080 Casa Branca";10;17;2;2;325;-;356
"351090 Cássia dos Coqueiros";-;-;-;-;-;-;-
"351100 Castilho";4;13;7;6;-;-;30
"351110 Catanduva";75;132;13;15;138;1;374
"351120 Catiguá";-;-;-;-;-;-;-
"351130 Cedral";-;-;-;-;-;-;-
"351140 Cerqueira César";6;18;4;4;-;-;32
"351150 Cerquilho";8;8;-;5;-;-;21
"351160 Cesário Lange";2;12;1;2;-;-;17
"351170 Charqueada";4;13;3;6;-;-;26
"355720 Chavantes";3;20;4;3;-;-;30
"351190 Clementina";3;11;-;6;-;-;20
"351200 Colina";6;14;10;5;-;-;35
"351210 Colômbia";6;6;4;4;-;-;20
"351220 Conchal";5;15;10;8;4;-;42
"351230 Conchas";-;10;-;2;-;-;12
"351240 Cordeirópolis";-;-;-;-;-;-;-
"351250 Coroados";-;-;-;-;-;-;-
"351260 Coronel Macedo";-;6;-;-;-;-;6
"351270 Corumbataí";-;-;-;-;-;-;-
"351280 Cosmópolis";8;6;12;6;1;-;33
"351290 Cosmorama";-;-;-;-;-;-;-
"351300 Cotia";38;32;26;10;-;5;111
"351310 Cravinhos";3;10;-;-;-;-;13
"351320 Cristais Paulista";-;-;-;-;-;-;-
"351330 Cruzália";-;-;-;-;-;-;-
"351340 Cruzeiro";10;36;13;8;-;-;67
"351350 Cubatão";15;27;18;6;-;-;66
"351360 Cunha";6;13;4;2;-;-;25
"351370 Descalvado";5;14;3;3;-;-;25
"351380 Diadema";124;148;60;58;67;98;555
"351385 Dirce Reis";-;-;-;-;-;-;-
"351390 Divinolândia";8;12;-;3;150;13;186
"351400 Dobrada";-;-;-;-;-;-;-
"351410 Dois Córregos";5;21;8;13;-;-;47
"351420 Dolcinópolis";-;-;-;-;-;-;-
"351430 Dourado";2;6;4;2;-;-;14
"351440 Dracena";21;60;7;19;1;-;108
"351450 Duartina";8;36;11;22;-;-;77
"351460 Dumont";-;-;-;-;-;-;-
"351470 Echaporã";-;-;-;-;-;-;-
"351480 Eldorado";-;2;-;-;-;-;2
"351490 Elias Fausto";-;6;-;-;-;-;6
"351492 Elisiário";-;-;-;-;-;-;-
"351495 Embaúba";-;-;-;-;-;-;-
"351500 Embu das Artes";3;60;22;4;-;-;89
"351510 Embu-Guaçu";1;12;1;3;-;-;17
"351512 Emilianópolis";-;-;-;-;-;-;-
"351515 Engenheiro Coelho";-;-;-;-;-;-;-
"351518 Espírito Santo do Pinhal";6;33;4;2;309;-;354
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-
"355730 Estiva Gerbi";-;-;-;-;-;-;-
"351520 Estrela d'Oeste";2;41;1;1;16;-;61
"351530 Estrela do Norte";-;-;-;-;-;-;-
"351535 Euclides da Cunha Paulista";-;-;-;-;-;-;-
"351540 Fartura";3;5;2;2;-;-;12
"351560 Fernando Prestes";-;-;-;-;-;-;-
"351550 Fernandópolis";21;49;7;7;-;-;84
"351565 Fernão";-;-;-;-;-;-;-
"351570 Ferraz de Vasconcelos";60;60;29;27;11;2;189
"351580 Flora Rica";-;-;-;-;-;-;-
"351590 Floreal";-;-;-;-;-;-;-
"351600 Flórida Paulista";1;17;5;7;-;-;30
"351610 Florínia";-;-;-;-;-;-;-
"351620 Franca";53;117;36;22;216;44;488
"351630 Francisco Morato";37;15;34;12;-;-;98
"351640 Franco da Rocha";88;30;-;-;491;2;611
"351650 Gabriel Monteiro";-;-;-;-;-;-;-
"351660 Gália";6;15;-;6;-;-;27
"351670 Garça";14;16;10;17;195;-;252
"351680 Gastão Vidigal";-;-;-;-;-;-;-
"351685 Gavião Peixoto";-;-;-;-;-;-;-
"351690 General Salgado";1;19;-;-;-;-;20
"351700 Getulina";1;27;2;6;-;-;36
"351710 Glicério";-;-;-;-;-;-;-
"351720 Guaiçara";-;-;-;-;-;-;-
"351730 Guaimbê";-;-;-;-;-;-;-
"351740 Guaíra";11;17;4;10;1;-;43
"351750 Guapiaçu";-;-;-;-;-;-;-
"351760 Guapiara";3;12;5;7;-;-;27
"351770 Guará";8;18;10;4;-;-;40
"351780 Guaraçaí";3;12;-;-;-;-;15
"351790 Guaraci";-;-;-;-;-;-;-
"351800 Guarani d'Oeste";-;-;-;-;-;-;-
"351810 Guarantã";-;-;-;-;-;-;-
"351820 Guararapes";13;24;7;4;-;-;48
"351830 Guararema";2;19;3;5;-;-;29
"351840 Guaratinguetá";30;94;14;6;10;2;156
"351850 Guareí";-;-;-;-;-;-;-
"351860 Guariba";5;14;16;4;20;-;59
"351870 Guarujá";44;119;44;35;13;7;262
"351880 Guarulhos";270;306;128;102;638;-;1444
"351885 Guatapará";-;-;-;-;-;-;-
"351890 Guzolândia";-;-;-;-;-;-;-
"351900 Herculândia";7;49;-;2;-;-;58
"351905 Holambra";-;-;-;-;-;-;-
"351907 Hortolândia";9;25;18;10;16;-;78
"351910 Iacanga";7;13;3;5;-;-;28
"351920 Iacri";-;-;-;-;-;-;-
"351925 Iaras";-;-;-;-;-;-;-
"351930 Ibaté";4;10;7;6;-;-;27
"351940 Ibirá";2;5;-;2;-;-;9
"351950 Ibirarema";-;-;-;-;-;-;-
"351960 Ibitinga";17;19;6;3;1;-;46
"351970 Ibiúna";12;17;15;19;-;-;63
"351980 Icém";-;-;-;-;-;-;-
"351990 Iepê";3;10;-;5;-;-;18
"352000 Igaraçu do Tietê";-;-;-;-;-;-;-
"352010 Igarapava";4;27;8;3;-;-;42
"352020 Igaratá";-;8;-;-;-;-;8
"352030 Iguape";-;9;-;-;-;-;9
"352042 Ilha Comprida";-;-;-;-;-;-;-
"352044 Ilha Solteira";22;30;6;16;-;-;74
"352040 Ilhabela";16;16;11;6;2;-;51
"352050 Indaiatuba";49;53;17;15;69;4;207
"352060 Indiana";-;-;-;-;-;-;-
"352070 Indiaporã";1;3;-;-;-;-;4
"352080 Inúbia Paulista";-;-;-;-;-;-;-
"352090 Ipaussu";3;14;7;5;-;-;29
"352100 Iperó";-;13;-;2;-;-;15
"352110 Ipeúna";-;-;-;-;-;-;-
"352115 Ipiguá";-;-;-;-;-;-;-
"352120 Iporanga";-;-;-;-;-;-;-
"352130 Ipuã";3;29;3;4;-;-;39
"352140 Iracemápolis";-;2;-;1;-;-;3
"352150 Irapuã";-;-;-;-;-;-;-
"352160 Irapuru";-;-;-;-;-;-;-
"352170 Itaberá";6;6;4;3;-;-;19
"352180 Itaí";5;18;8;4;-;-;35
"352190 Itajobi";-;28;2;2;-;-;32
"352200 Itaju";-;-;-;-;-;-;-
"352210 Itanhaém";51;30;39;5;1;5;131
"352215 Itaóca";-;-;-;-;-;-;-
"352220 Itapecerica da Serra";72;36;39;19;-;10;176
"352230 Itapetininga";24;46;22;8;-;-;100
"352240 Itapeva";16;40;20;10;-;7;93
"352250 Itapevi";73;48;34;38;12;8;213
"352260 Itapira";21;29;14;10;501;1;576
"352265 Itapirapuã Paulista";-;-;-;-;-;-;-
"352270 Itápolis";11;27;4;4;-;-;46
"352280 Itaporanga";6;13;4;4;-;-;27
"352290 Itapuí";5;16;-;9;-;-;30
"352300 Itapura";-;-;-;-;-;-;-
"352310 Itaquaquecetuba";75;54;40;38;17;-;224
"352320 Itararé";8;29;17;10;-;-;64
"352330 Itariri";-;-;-;-;-;-;-
"352340 Itatiba";30;16;11;10;2;1;70
"352350 Itatinga";-;6;-;1;-;-;7
"352360 Itirapina";8;8;4;5;-;-;25
"352370 Itirapuã";-;-;-;-;-;-;-
"352380 Itobi";-;-;-;-;-;-;-
"352390 Itu";30;42;14;12;258;1;357
"352400 Itupeva";8;21;11;6;2;-;48
"352410 Ituverava";12;22;9;10;-;-;53
"352420 Jaborandi";1;8;2;6;-;-;17
"352430 Jaboticabal";15;24;11;6;-;-;56
"352440 Jacareí";47;70;26;24;-;-;167
"352450 Jaci";3;4;-;-;142;-;149
"352460 Jacupiranga";-;-;-;-;-;-;-
"352470 Jaguariúna";20;25;14;19;-;-;78
"352480 Jales";32;48;9;8;-;6;103
"352490 Jambeiro";-;-;-;-;-;-;-
"352500 Jandira";-;-;-;-;-;-;-
"352510 Jardinópolis";-;-;-;-;-;-;-
"352520 Jarinu";-;10;-;6;1;-;17
"352530 Jaú";172;169;24;47;227;72;711
"352540 Jeriquara";-;-;-;-;-;-;-
"352550 Joanópolis";-;9;2;-;-;-;11
"352560 João Ramalho";-;-;-;-;-;-;-
"352570 José Bonifácio";1;15;-;6;-;-;22
"352580 Júlio Mesquita";-;-;-;-;-;-;-
"352585 Jumirim";-;-;-;-;-;-;-
"352590 Jundiaí";179;155;40;27;11;27;439
"352600 Junqueirópolis";2;16;3;4;-;-;25
"352610 Juquiá";-;-;-;-;-;-;-
"352620 Juquitiba";-;-;-;-;-;-;-
"352630 Lagoinha";-;-;-;-;-;-;-
"352640 Laranjal Paulista";4;16;5;3;-;-;28
"352650 Lavínia";-;-;-;-;-;-;-
"352660 Lavrinhas";-;-;-;-;-;-;-
"352670 Leme";17;25;14;21;-;-;77
"352680 Lençóis Paulista";9;21;13;2;-;-;45
"352690 Limeira";63;57;32;19;1;2;174
"352700 Lindóia";-;-;-;-;-;-;-
"352710 Lins";13;13;13;9;276;-;324
"352720 Lorena";21;36;16;12;-;-;85
"352725 Lourdes";-;-;-;-;-;-;-
"352730 Louveira";7;8;9;3;1;3;31
"352740 Lucélia";-;10;-;-;-;-;10
"352750 Lucianópolis";-;-;-;-;-;-;-
"352760 Luís Antônio";-;-;-;-;-;-;-
"352770 Luiziânia";-;3;-;-;-;-;3
"352780 Lupércio";-;-;-;-;-;-;-
"352790 Lutécia";-;-;-;-;-;-;-
"352800 Macatuba";3;8;4;3;-;-;18
"352810 Macaubal";-;14;-;1;-;-;15
"352820 Macedônia";-;-;-;-;-;-;-
"352830 Magda";-;-;-;-;-;-;-
"352840 Mairinque";-;-;-;-;-;-;-
"352850 Mairiporã";4;13;10;11;-;3;41
"352860 Manduri";-;-;-;-;-;-;-
"352870 Marabá Paulista";-;-;-;-;-;-;-
"352880 Maracaí";2;12;4;4;-;-;22
"352885 Marapoama";-;-;-;-;-;-;-
"352890 Mariápolis";-;-;-;-;-;-;-
"352900 Marília";173;181;48;35;182;1;620
"352910 Marinópolis";-;-;-;-;-;-;-
"352920 Martinópolis";1;16;9;4;-;-;30
"352930 Matão";18;51;20;7;-;-;96
"352940 Mauá";28;78;22;17;36;8;189
"352950 Mendonça";-;-;-;-;-;-;-
"352960 Meridiano";-;-;-;-;-;-;-
"352965 Mesópolis";-;-;-;-;-;-;-
"352970 Miguelópolis";17;7;7;16;-;-;47
"352980 Mineiros do Tietê";-;6;-;3;1;1;11
"353000 Mira Estrela";-;-;-;-;-;-;-
"352990 Miracatu";-;-;-;-;-;-;-
"353010 Mirandópolis";15;31;10;6;6;-;68
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-
"353030 Mirassol";7;15;6;2;-;-;30
"353040 Mirassolândia";-;-;-;-;-;-;-
"353050 Mococa";15;47;11;12;3;-;88
"353060 Mogi das Cruzes";176;129;54;106;123;12;600
"353070 Mogi Guaçu";38;77;15;9;2;-;141
"353080 Mogi Mirim";18;22;11;8;55;-;114
"353090 Mombuca";-;-;-;-;-;-;-
"353100 Monções";-;-;-;-;-;-;-
"353110 Mongaguá";6;12;8;10;-;-;36
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-
"353130 Monte Alto";15;23;10;10;-;-;58
"353140 Monte Aprazível";6;22;-;2;-;-;30
"353150 Monte Azul Paulista";5;26;12;8;-;-;51
"353160 Monte Castelo";-;-;-;-;-;-;-
"353180 Monte Mor";9;5;10;2;-;-;26
"353170 Monteiro Lobato";-;-;-;-;-;-;-
"353190 Morro Agudo";9;11;5;6;-;-;31
"353200 Morungaba";-;6;-;3;-;-;9
"353205 Motuca";-;-;-;-;-;-;-
"353210 Murutinga do Sul";-;-;-;-;-;-;-
"353215 Nantes";-;-;-;-;-;-;-
"353220 Narandiba";-;-;-;-;-;-;-
"353230 Natividade da Serra";-;-;-;-;-;-;-
"353240 Nazaré Paulista";-;11;5;4;-;-;20
"353250 Neves Paulista";-;10;-;-;-;-;10
"353260 Nhandeara";4;18;-;2;11;-;35
"353270 Nipoã";-;-;-;-;-;-;-
"353280 Nova Aliança";-;-;-;-;-;-;-
"353282 Nova Campina";-;-;-;-;-;-;-
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-
"353286 Nova Castilho";-;-;-;-;-;-;-
"353290 Nova Europa";1;4;1;1;-;-;7
"353300 Nova Granada";1;15;-;3;-;-;19
"353310 Nova Guataporanga";-;-;-;-;-;-;-
"353320 Nova Independência";-;-;-;-;-;-;-
"353330 Nova Luzitânia";-;-;-;-;-;-;-
"353340 Nova Odessa";19;17;6;11;-;-;53
"353325 Novais";-;-;-;-;-;-;-
"353350 Novo Horizonte";7;21;2;5;-;-;35
"353360 Nuporanga";-;-;-;-;-;-;-
"353370 Ocauçu";-;-;-;-;-;-;-
"353380 Óleo";-;-;-;-;-;-;-
"353390 Olímpia";13;14;10;5;-;-;42
"353400 Onda Verde";-;-;-;-;-;-;-
"353410 Oriente";-;-;-;-;-;-;-
"353420 Orindiúva";-;-;-;-;-;-;-
"353430 Orlândia";12;22;16;10;-;-;60
"353440 Osasco";121;273;84;69;31;-;578
"353450 Oscar Bressane";-;-;-;-;-;-;-
"353460 Osvaldo Cruz";9;33;4;7;-;-;53
"353470 Ourinhos";32;28;14;6;-;3;83
"353480 Ouro Verde";-;-;-;-;-;-;-
"353475 Ouroeste";6;11;3;8;-;-;28
"353490 Pacaembu";5;15;9;3;-;-;32
"353500 Palestina";-;-;-;-;-;-;-
"353510 Palmares Paulista";-;-;-;-;-;-;-
"353520 Palmeira d'Oeste";1;8;-;1;-;-;10
"353530 Palmital";6;18;6;6;-;-;36
"353540 Panorama";-;18;12;5;-;-;35
"353550 Paraguaçu Paulista";20;29;17;12;-;-;78
"353560 Paraibuna";-;-;-;-;-;-;-
"353570 Paraíso";-;-;-;-;-;-;-
"353580 Paranapanema";-;16;8;6;-;-;30
"353590 Paranapuã";-;-;-;-;-;-;-
"353600 Parapuã";-;20;3;3;-;-;26
"353610 Pardinho";-;-;-;-;-;-;-
"353620 Pariquera-Açu";73;20;25;17;-;15;150
"353625 Parisi";-;-;-;-;-;-;-
"353630 Patrocínio Paulista";6;6;7;4;-;-;23
"353640 Paulicéia";-;-;-;-;-;-;-
"353650 Paulínia";28;28;13;19;5;4;97
"353657 Paulistânia";-;-;-;-;-;-;-
"353660 Paulo de Faria";1;10;2;5;-;-;18
"353670 Pederneiras";6;24;10;12;-;-;52
"353680 Pedra Bela";-;-;-;-;-;-;-
"353690 Pedranópolis";-;-;-;-;-;-;-
"353700 Pedregulho";9;39;4;3;-;-;55
"353710 Pedreira";20;46;20;12;-;-;98
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-
"353720 Pedro de Toledo";-;-;-;-;-;-;-
"353730 Penápolis";13;58;28;16;58;-;173
"353740 Pereira Barreto";13;20;7;7;-;-;47
"353750 Pereiras";-;-;-;-;-;-;-
"353760 Peruíbe";-;-;14;-;-;-;14
"353770 Piacatu";-;-;-;-;-;-;-
"353780 Piedade";10;20;10;10;-;-;50
"353790 Pilar do Sul";2;15;5;5;-;-;27
"353800 Pindamonhangaba";30;45;36;16;-;-;127
"353810 Pindorama";-;-;-;-;-;-;-
"353820 Pinhalzinho";-;-;-;-;-;-;-
"353830 Piquerobi";-;-;-;-;-;-;-
"353850 Piquete";-;-;-;-;-;-;-
"353860 Piracaia";4;13;6;5;1;-;29
"353870 Piracicaba";80;131;43;39;-;38;331
"353880 Piraju";8;25;14;11;-;-;58
"353890 Pirajuí";6;11;10;1;39;-;67
"353900 Pirangi";2;4;1;2;-;-;9
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-
"353920 Pirapozinho";-;-;-;-;-;-;-
"353930 Pirassununga";14;23;11;9;-;-;57
"353940 Piratininga";4;21;-;-;-;-;25
"353950 Pitangueiras";5;12;10;5;-;-;32
"353960 Planalto";-;-;-;-;-;-;-
"353970 Platina";-;-;-;-;-;-;-
"353980 Poá";-;27;-;8;-;-;35
"353990 Poloni";-;-;-;-;-;-;-
"354000 Pompéia";2;7;2;2;-;-;13
"354010 Pongaí";-;-;-;-;-;-;-
"354020 Pontal";6;6;4;10;3;-;29
"354025 Pontalinda";-;-;-;-;-;-;-
"354030 Pontes Gestal";-;-;-;-;-;-;-
"354040 Populina";1;5;1;-;-;-;7
"354050 Porangaba";-;-;-;-;-;-;-
"354060 Porto Feliz";10;17;6;5;1;-;39
"354070 Porto Ferreira";11;13;8;1;-;-;33
"354075 Potim";-;-;-;-;-;-;-
"354080 Potirendaba";6;18;1;2;-;-;27
"354085 Pracinha";-;-;-;-;-;-;-
"354090 Pradópolis";-;-;-;-;-;-;-
"354100 Praia Grande";70;54;26;20;12;17;199
"354105 Pratânia";-;-;-;-;-;-;-
"354110 Presidente Alves";-;-;-;-;-;-;-
"354120 Presidente Bernardes";4;25;5;6;-;-;40
"354130 Presidente Epitácio";16;30;10;12;-;-;68
"354140 Presidente Prudente";192;186;39;54;218;4;693
"354150 Presidente Venceslau";12;25;14;9;-;-;60
"354160 Promissão";20;14;-;2;1;-;37
"354165 Quadra";-;-;-;-;-;-;-
"354170 Quatá";-;-;-;-;-;-;-
"354180 Queiroz";-;-;-;-;-;-;-
"354190 Queluz";8;16;6;8;-;-;38
"354200 Quintana";-;-;-;-;-;-;-
"354210 Rafard";-;-;-;-;-;-;-
"354220 Rancharia";18;24;12;16;1;-;71
"354230 Redenção da Serra";-;-;-;-;-;-;-
"354240 Regente Feijó";4;7;2;-;-;-;13
"354250 Reginópolis";-;-;-;-;-;-;-
"354260 Registro";53;40;12;21;-;2;128
"354270 Restinga";-;-;-;-;-;-;-
"354280 Ribeira";-;-;-;-;-;-;-
"354290 Ribeirão Bonito";2;5;2;2;-;-;11
"354300 Ribeirão Branco";4;16;3;12;-;-;35
"354310 Ribeirão Corrente";-;-;-;-;-;-;-
"354320 Ribeirão do Sul";-;-;-;-;-;-;-
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-
"354325 Ribeirão Grande";-;-;-;-;-;-;-
"354330 Ribeirão Pires";2;33;8;7;-;-;50
"354340 Ribeirão Preto";360;419;87;103;362;57;1388
"354360 Rifaina";-;-;-;-;-;-;-
"354370 Rincão";-;-;-;-;-;-;-
"354380 Rinópolis";1;14;3;2;-;-;20
"354390 Rio Claro";23;18;22;12;113;-;188
"354400 Rio das Pedras";12;16;-;4;-;-;32
"354410 Rio Grande da Serra";-;-;-;-;-;-;-
"354420 Riolândia";1;4;1;1;-;-;7
"354350 Riversul";-;-;-;-;-;-;-
"354425 Rosana";15;24;9;9;-;-;57
"354430 Roseira";-;9;-;5;-;-;14
"354440 Rubiácea";-;-;-;-;-;-;-
"354450 Rubinéia";-;-;-;-;-;-;-
"354460 Sabino";-;-;-;-;-;-;-
"354470 Sagres";-;-;-;-;-;-;-
"354480 Sales";-;-;-;-;-;-;-
"354490 Sales Oliveira";2;11;3;4;-;-;20
"354500 Salesópolis";2;12;-;3;-;-;17
"354510 Salmourão";-;-;-;-;-;-;-
"354515 Saltinho";-;-;-;-;-;-;-
"354520 Salto";17;18;26;7;2;12;82
"354530 Salto de Pirapora";15;18;5;5;-;-;43
"354540 Salto Grande";4;13;3;2;-;-;22
"354550 Sandovalina";-;-;-;-;-;-;-
"354560 Santa Adélia";1;5;-;1;-;-;7
"354570 Santa Albertina";-;-;-;-;-;-;-
"354580 Santa Bárbara d'Oeste";16;40;24;4;-;13;97
"354600 Santa Branca";-;-;-;-;-;-;-
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-
"354630 Santa Cruz das Palmeiras";4;11;4;6;-;-;25
"354640 Santa Cruz do Rio Pardo";10;19;12;14;-;-;55
"354650 Santa Ernestina";-;-;-;-;-;-;-
"354660 Santa Fé do Sul";8;17;10;2;20;-;57
"354670 Santa Gertrudes";-;-;-;-;-;-;-
"354680 Santa Isabel";26;26;19;11;-;-;82
"354690 Santa Lúcia";-;-;-;-;-;-;-
"354700 Santa Maria da Serra";-;6;-;-;-;-;6
"354710 Santa Mercedes";-;-;-;-;-;-;-
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-
"354750 Santa Rita do Passa Quatro";9;19;4;4;257;-;293
"354760 Santa Rosa de Viterbo";2;12;3;2;-;-;19
"354765 Santa Salete";-;-;-;-;-;-;-
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-
"354730 Santana de Parnaíba";4;14;4;8;-;-;30
"354770 Santo Anastácio";5;22;5;5;-;-;37
"354780 Santo André";246;220;47;97;59;39;708
"354790 Santo Antônio da Alegria";-;13;2;4;-;-;19
"354800 Santo Antônio de Posse";-;-;-;-;-;-;-
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-
"354820 Santo Antônio do Pinhal";-;-;-;-;-;-;-
"354830 Santo Expedito";-;-;-;-;-;-;-
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-
"354850 Santos";232;347;106;84;62;12;843
"354860 São Bento do Sapucaí";4;12;6;4;-;-;26
"354870 São Bernardo do Campo";139;185;54;71;284;37;770
"354880 São Caetano do Sul";30;98;18;25;3;3;177
"354890 São Carlos";36;112;25;30;8;-;211
"354900 São Francisco";-;-;-;-;-;-;-
"354910 São João da Boa Vista";20;52;12;10;-;-;94
"354920 São João das Duas Pontes";-;-;-;-;-;-;-
"354925 São João de Iracema";-;-;-;-;-;-;-
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-
"354940 São Joaquim da Barra";16;27;16;9;-;-;68
"354950 São José da Bela Vista";-;-;-;-;-;-;-
"354960 São José do Barreiro";-;-;-;-;-;-;-
"354970 São José do Rio Pardo";29;34;9;9;-;-;81
"354980 São José do Rio Preto";342;226;66;57;170;25;886
"354990 São José dos Campos";235;230;84;77;166;38;830
"354995 São Lourenço da Serra";-;-;-;-;-;-;-
"355000 São Luís do Paraitinga";-;10;2;4;-;-;16
"355010 São Manuel";6;12;8;4;1;-;31
"355020 São Miguel Arcanjo";11;35;-;-;4;-;50
"355030 São Paulo";4279;3983;1286;1280;2805;789;14422
"355040 São Pedro";20;10;8;2;-;-;40
"355050 São Pedro do Turvo";-;-;-;-;-;-;-
"355060 São Roque";6;20;16;3;1;-;46
"355070 São Sebastião";13;47;18;15;-;-;93
"355080 São Sebastião da Grama";2;19;-;5;-;-;26
"355090 São Simão";3;8;3;5;13;-;32
"355100 São Vicente";27;80;29;12;-;10;158
"355110 Sarapuí";-;-;-;-;-;-;-
"355120 Sarutaiá";-;-;-;-;-;-;-
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-
"355140 Serra Azul";-;-;-;-;-;-;-
"355160 Serra Negra";6;12;5;10;-;-;33
"355150 Serrana";25;58;10;7;12;-;112
"355170 Sertãozinho";29;9;12;16;-;-;66
"355180 Sete Barras";-;-;-;-;-;-;-
"355190 Severínia";-;-;-;-;-;-;-
"355200 Silveiras";-;1;1;-;-;-;2
"355210 Socorro";13;30;10;10;-;-;63
"355220 Sorocaba";341;260;77;75;50;50;853
"355230 Sud Mennucci";8;8;1;3;-;-;20
"355240 Sumaré";69;34;34;29;-;6;172
"355255 Suzanápolis";-;-;-;-;-;-;-
"355250 Suzano";22;10;27;2;-;-;61
"355260 Tabapuã";3;7;-;1;-;-;11
"355270 Tabatinga";4;10;4;3;-;-;21
"355280 Taboão da Serra";88;107;65;48;14;12;334
"355290 Taciba";-;-;-;-;-;-;-
"355300 Taguaí";4;10;4;6;-;-;24
"355310 Taiaçu";-;-;-;-;-;-;-
"355320 Taiúva";-;4;-;-;-;-;4
"355330 Tambaú";4;12;4;5;-;-;25
"355340 Tanabi";-;23;-;2;5;-;30
"355350 Tapiraí";-;-;-;-;-;-;-
"355360 Tapiratiba";3;7;-;3;-;-;13
"355365 Taquaral";-;-;-;-;-;-;-
"355370 Taquaritinga";13;35;11;10;-;3;72
"355380 Taquarituba";6;12;6;7;-;-;31
"355385 Taquarivaí";-;-;-;-;-;-;-
"355390 Tarabai";-;-;-;-;-;-;-
"355395 Tarumã";-;-;-;-;-;-;-
"355400 Tatuí";21;19;20;8;7;3;78
"355410 Taubaté";164;106;30;30;-;-;330
"355420 Tejupá";-;-;-;-;-;-;-
"355430 Teodoro Sampaio";8;32;7;5;-;-;52
"355440 Terra Roxa";3;19;3;5;-;-;30
"355450 Tietê";6;15;8;2;-;-;31
"355460 Timburi";-;-;-;-;-;-;-
"355465 Torre de Pedra";-;-;-;-;-;-;-
"355470 Torrinha";2;9;1;1;-;-;13
"355475 Trabiju";-;-;-;-;-;-;-
"355480 Tremembé";-;-;-;-;-;-;-
"355490 Três Fronteiras";-;-;-;-;-;-;-
"355495 Tuiuti";-;-;-;-;-;-;-
"355500 Tupã";42;41;12;14;221;-;330
"355510 Tupi Paulista";5;16;3;6;-;-;30
"355520 Turiúba";-;-;-;-;-;-;-
"355530 Turmalina";-;-;-;-;-;-;-
"355535 Ubarana";-;-;-;-;-;-;-
"355540 Ubatuba";21;22;20;9;1;1;74
"355550 Ubirajara";-;-;-;-;-;-;-
"355560 Uchoa";-;-;-;-;-;-;-
"355570 União Paulista";-;-;-;-;-;-;-
"355580 Urânia";-;24;-;-;-;-;24
"355590 Uru";-;-;-;-;-;-;-
"355600 Urupês";-;10;-;1;-;-;11
"355610 Valentim Gentil";-;-;-;-;-;-;-
"355620 Valinhos";16;30;7;4;-;-;57
"355630 Valparaíso";6;14;6;5;-;-;31
"355635 Vargem";-;-;-;-;-;-;-
"355640 Vargem Grande do Sul";6;17;4;4;-;-;31
"355645 Vargem Grande Paulista";-;-;-;-;2;-;2
"355650 Várzea Paulista";-;24;-;7;-;-;31
"355660 Vera Cruz";-;-;-;-;-;-;-
"355670 Vinhedo";17;21;8;6;3;7;62
"355680 Viradouro";4;14;8;4;-;-;30
"355690 Vista Alegre do Alto";-;-;-;-;-;-;-
"355695 Vitória Brasil";-;-;-;-;-;-;-
"355700 Votorantim";10;23;16;4;-;-;53
"355710 Votuporanga";43;44;14;14;-;-;115
"355715 Zacarias";-;-;-;-;-;-;-
"350000 Município ignorado - SP";-;-;-;-;-;-;-
"410010 Abatiá";1;17;-;3;-;-;21
"410020 Adrianópolis";-;3;-;-;-;-;3
"410030 Agudos do Sul";-;7;1;-;-;-;8
"410040 Almirante Tamandaré";-;-;-;-;-;-;-
"410045 Altamira do Paraná";4;8;4;3;-;-;19
"412862 Alto Paraíso";-;-;-;-;-;-;-
