"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"431244 Morrinhos do Sul";-;-;-;-;-;-;-
"431245 Morro Redondo";-;-;-;-;-;-;-
"431247 Morro Reuter";-;-;-;-;-;-;-
"431250 Mostardas";-;-;-;-;-;-;-
"431260 Muçum";1;2;1;2;-;-;6
"431261 Muitos Capões";-;-;-;-;-;-;-
"431262 Muliterno";-;-;-;-;-;-;-
"431265 Não-Me-Toque";4;22;4;2;-;-;32
"431267 Nicolau Vergueiro";-;-;-;-;-;-;-
"431270 Nonoai";4;12;2;2;-;-;20
"431275 Nova Alvorada";-;-;-;-;-;-;-
"431280 Nova Araçá";-;-;-;-;-;-;-
"431290 Nova Bassano";-;22;-;-;-;-;22
"431295 Nova Boa Vista";-;-;-;-;-;-;-
"431300 Nova Bréscia";-;14;-;-;-;-;14
"431301 Nova Candelária";-;-;-;-;-;-;-
"431303 Nova Esperança do Sul";-;-;-;-;-;-;-
"431306 Nova Hartz";-;-;-;-;-;-;-
"431308 Nova Pádua";-;-;-;-;-;-;-
"431310 Nova Palma";4;7;3;2;-;-;16
"431320 Nova Petrópolis";2;2;3;1;-;-;8
"431330 Nova Prata";7;14;5;1;1;-;28
"431333 Nova Ramada";-;-;-;-;-;-;-
"431335 Nova Roma do Sul";-;-;-;-;-;-;-
"431337 Nova Santa Rita";-;-;-;-;-;-;-
"431349 Novo Barreiro";-;-;-;-;-;-;-
"431339 Novo Cabrais";-;-;-;-;-;-;-
"431340 Novo Hamburgo";51;107;23;14;1;17;213
"431342 Novo Machado";-;-;-;-;-;-;-
"431344 Novo Tiradentes";-;-;-;-;-;-;-
"431346 Novo Xingu";-;-;-;-;-;-;-
"431350 Osório";8;8;7;5;-;-;28
"431360 Paim Filho";1;3;-;-;-;-;4
"431365 Palmares do Sul";-;9;-;-;-;-;9
"431370 Palmeira das Missões";6;6;2;8;-;-;22
"431380 Palmitinho";1;5;-;1;-;-;7
"431390 Panambi";10;6;2;1;2;-;21
"431395 Pantano Grande";-;-;-;-;-;-;-
"431400 Paraí";5;3;1;1;-;-;10
"431402 Paraíso do Sul";-;-;-;-;-;-;-
"431403 Pareci Novo";-;-;-;-;-;-;-
"431405 Parobé";-;-;-;-;-;-;-
"431406 Passa Sete";-;-;-;-;-;-;-
"431407 Passo do Sobrado";-;-;-;-;-;-;-
"431410 Passo Fundo";184;127;32;21;60;14;438
"431413 Paulo Bento";-;-;-;-;-;-;-
"431415 Paverama";-;-;-;-;-;-;-
"431417 Pedras Altas";-;-;-;-;-;-;-
"431420 Pedro Osório";-;5;-;1;-;-;6
"431430 Pejuçara";-;-;-;1;-;-;1
"431440 Pelotas";113;142;28;8;48;3;342
"431442 Picada Café";-;-;-;-;-;-;-
"431445 Pinhal";-;-;-;-;-;-;-
"431446 Pinhal da Serra";-;-;-;-;-;-;-
"431447 Pinhal Grande";1;9;1;1;-;-;12
"431449 Pinheirinho do Vale";-;-;-;-;-;-;-
"431450 Pinheiro Machado";-;-;-;-;-;-;-
"431454 Pinto Bandeira";-;-;-;-;-;-;-
"431455 Pirapó";-;-;-;-;-;-;-
"431460 Piratini";2;14;-;4;-;-;20
"431470 Planalto";-;6;-;-;-;-;6
"431475 Poço das Antas";-;-;-;-;-;-;-
"431477 Pontão";-;-;-;-;-;-;-
"431478 Ponte Preta";-;-;-;-;-;-;-
"431480 Portão";1;1;-;-;-;-;2
"431490 Porto Alegre";979;1037;141;118;539;35;2849
"431500 Porto Lucena";-;7;-;2;1;-;10
"431505 Porto Mauá";-;-;-;-;-;-;-
"431507 Porto Vera Cruz";-;-;-;-;-;-;-
"431510 Porto Xavier";4;11;2;2;-;-;19
"431513 Pouso Novo";-;-;-;-;-;-;-
"431514 Presidente Lucena";-;-;-;-;-;-;-
"431515 Progresso";1;3;-;1;-;-;5
"431517 Protásio Alves";-;-;-;-;-;-;-
"431520 Putinga";1;4;-;-;-;-;5
"431530 Quaraí";3;3;3;1;1;-;11
"431531 Quatro Irmãos";-;-;-;-;-;-;-
"431532 Quevedos";-;-;-;-;-;-;-
"431535 Quinze de Novembro";-;3;1;1;-;-;5
"431540 Redentora";-;-;-;-;-;-;-
"431545 Relvado";-;-;-;-;-;-;-
"431550 Restinga Seca";-;5;1;2;-;-;8
"431555 Rio dos Índios";-;-;-;-;-;-;-
"431560 Rio Grande";45;70;6;5;7;2;135
"431570 Rio Pardo";-;-;-;-;-;-;-
"431575 Riozinho";-;2;-;1;-;-;3
"431580 Roca Sales";2;7;2;1;-;-;12
"431590 Rodeio Bonito";4;4;2;2;-;-;12
"431595 Rolador";-;-;-;-;-;-;-
"431600 Rolante";1;1;-;-;-;-;2
"431610 Ronda Alta";4;8;3;2;2;-;19
"431620 Rondinha";3;4;2;-;-;-;9
"431630 Roque Gonzales";-;2;-;1;-;-;3
"431640 Rosário do Sul";-;18;5;4;-;-;27
"431642 Sagrada Família";-;-;-;-;-;-;-
"431643 Saldanha Marinho";1;2;-;-;-;-;3
"431645 Salto do Jacuí";1;3;3;2;-;-;9
"431647 Salvador das Missões";-;-;-;-;-;-;-
"431650 Salvador do Sul";2;2;1;2;-;-;7
"431660 Sananduva";2;15;1;2;-;-;20
"431710 Sant'Ana do Livramento";19;70;6;9;2;-;106
"431670 Santa Bárbara do Sul";3;2;1;4;-;-;10
"431673 Santa Cecília do Sul";-;-;-;-;-;-;-
"431675 Santa Clara do Sul";-;-;-;-;-;-;-
"431680 Santa Cruz do Sul";23;53;20;11;2;16;125
"431697 Santa Margarida do Sul";-;-;-;-;-;-;-
"431690 Santa Maria";223;200;28;17;22;5;495
"431695 Santa Maria do Herval";-;-;-;-;-;-;-
"431720 Santa Rosa";15;51;2;7;4;-;79
"431725 Santa Tereza";-;-;-;-;-;-;-
"431730 Santa Vitória do Palmar";-;10;2;-;-;-;12
"431700 Santana da Boa Vista";-;-;-;-;-;-;-
"431740 Santiago";12;5;4;-;-;-;21
"431750 Santo Ângelo";32;32;11;6;2;-;83
"431760 Santo Antônio da Patrulha";9;9;-;1;3;-;22
"431770 Santo Antônio das Missões";-;-;-;-;-;-;-
"431755 Santo Antônio do Palma";-;-;-;-;-;-;-
"431775 Santo Antônio do Planalto";-;-;-;-;-;-;-
"431780 Santo Augusto";6;8;4;4;-;-;22
"431790 Santo Cristo";2;7;3;2;1;-;15
"431795 Santo Expedito do Sul";-;-;-;-;-;-;-
"431800 São Borja";8;9;5;2;1;-;25
"431805 São Domingos do Sul";-;-;-;-;-;-;-
"431810 São Francisco de Assis";2;9;2;2;-;-;15
"431820 São Francisco de Paula";-;6;-;-;-;-;6
"431830 São Gabriel";5;22;2;4;-;-;33
"431840 São Jerônimo";3;4;4;11;-;-;22
"431842 São João da Urtiga";-;-;-;-;-;-;-
"431843 São João do Polêsine";-;4;-;-;-;-;4
"431844 São Jorge";-;-;-;-;-;-;-
"431845 São José das Missões";-;-;-;-;-;-;-
"431846 São José do Herval";-;-;-;-;-;-;-
"431848 São José do Hortêncio";-;-;-;-;-;-;-
"431849 São José do Inhacorá";-;-;-;-;-;-;-
"431850 São José do Norte";-;8;-;-;-;-;8
"431860 São José do Ouro";3;7;-;3;-;-;13
"431861 São José do Sul";-;-;-;-;-;-;-
"431862 São José dos Ausentes";-;-;-;-;-;-;-
"431870 São Leopoldo";-;-;-;-;-;32;32
"431880 São Lourenço do Sul";8;23;10;6;-;-;47
"431890 São Luiz Gonzaga";4;6;4;5;4;-;23
"431900 São Marcos";5;17;4;6;-;-;32
"431910 São Martinho";1;11;-;2;-;-;14
"431912 São Martinho da Serra";-;-;-;-;-;-;-
"431915 São Miguel das Missões";-;6;-;2;-;-;8
"431920 São Nicolau";-;-;-;-;-;-;-
"431930 São Paulo das Missões";1;8;-;2;-;-;11
"431935 São Pedro da Serra";-;-;-;-;-;-;-
"431936 São Pedro das Missões";-;-;-;-;-;-;-
"431937 São Pedro do Butiá";-;-;-;-;-;-;-
"431940 São Pedro do Sul";1;4;3;1;-;-;9
"431950 São Sebastião do Caí";3;3;3;1;21;-;31
"431960 São Sepé";1;3;3;1;-;1;9
"431970 São Valentim";-;-;-;-;-;-;-
"431971 São Valentim do Sul";-;-;-;-;-;-;-
"431973 São Valério do Sul";-;-;-;-;-;-;-
"431975 São Vendelino";-;-;-;-;-;-;-
"431980 São Vicente do Sul";-;1;-;-;-;-;1
"431990 Sapiranga";13;6;9;6;-;-;34
"432000 Sapucaia do Sul";-;-;-;-;-;-;-
"432010 Sarandi";4;4;5;1;-;-;14
"432020 Seberi";2;4;3;1;-;-;10
"432023 Sede Nova";-;-;-;-;-;-;-
"432026 Segredo";-;2;-;-;-;-;2
"432030 Selbach";2;6;3;1;-;-;12
"432032 Senador Salgado Filho";-;-;-;-;-;-;-
"432035 Sentinela do Sul";-;-;-;-;-;-;-
"432040 Serafina Corrêa";3;10;3;3;-;-;19
"432045 Sério";-;-;-;-;-;-;-
"432050 Sertão";-;17;-;-;3;-;20
"432055 Sertão Santana";-;-;-;-;-;-;-
"432057 Sete de Setembro";-;-;-;-;-;-;-
"432060 Severiano de Almeida";-;4;-;1;-;-;5
"432065 Silveira Martins";-;-;-;-;-;-;-
"432067 Sinimbu";3;12;-;3;-;-;18
"432070 Sobradinho";10;58;25;18;-;-;111
"432080 Soledade";5;19;4;12;-;-;40
"432085 Tabaí";-;-;-;-;-;-;-
"432090 Tapejara";3;18;2;2;-;-;25
"432100 Tapera";3;5;3;2;-;-;13
"432110 Tapes";-;10;-;-;-;-;10
"432120 Taquara";4;8;4;2;-;-;18
"432130 Taquari";-;13;4;3;-;-;20
"432132 Taquaruçu do Sul";-;-;-;-;-;-;-
"432135 Tavares";-;-;-;-;-;-;-
"432140 Tenente Portela";4;7;4;4;-;-;19
"432143 Terra de Areia";-;-;-;-;1;-;1
"432145 Teutônia";5;5;2;3;-;-;15
"432146 Tio Hugo";-;-;-;-;-;-;-
"432147 Tiradentes do Sul";-;-;-;-;-;-;-
"432149 Toropi";-;-;-;-;-;-;-
"432150 Torres";1;1;2;-;-;-;4
"432160 Tramandaí";-;-;-;-;-;-;-
"432162 Travesseiro";-;-;-;-;-;-;-
"432163 Três Arroios";-;-;-;-;-;-;-
"432166 Três Cachoeiras";-;-;-;-;-;-;-
"432170 Três Coroas";2;4;2;2;-;-;10
"432180 Três de Maio";6;11;8;2;1;-;28
"432183 Três Forquilhas";-;-;-;-;-;-;-
"432185 Três Palmeiras";-;-;-;-;-;-;-
"432190 Três Passos";5;21;4;5;-;-;35
"432195 Trindade do Sul";1;2;1;1;-;-;5
"432200 Triunfo";1;8;3;2;-;-;14
"432210 Tucunduva";-;10;-;2;-;-;12
"432215 Tunas";-;-;-;-;-;-;-
"432218 Tupanci do Sul";-;-;-;-;-;-;-
"432220 Tupanciretã";4;6;3;2;5;-;20
"432225 Tupandi";-;-;-;-;-;-;-
"432230 Tuparendi";5;4;-;2;-;-;11
"432232 Turuçu";-;-;-;-;-;-;-
"432234 Ubiretama";-;-;-;-;-;-;-
"432235 União da Serra";-;-;-;-;-;-;-
"432237 Unistalda";-;-;-;-;-;-;-
"432240 Uruguaiana";15;13;14;4;-;-;46
"432250 Vacaria";24;25;7;4;-;-;60
"432253 Vale do Sol";2;4;2;2;-;-;10
"432254 Vale Real";-;-;-;-;-;-;-
"432252 Vale Verde";-;-;-;-;-;-;-
"432255 Vanini";-;-;-;-;-;-;-
"432260 Venâncio Aires";16;16;7;2;-;-;41
"432270 Vera Cruz";1;4;-;-;-;-;5
"432280 Veranópolis";6;10;4;4;-;-;24
"432285 Vespasiano Correa";-;-;-;-;-;-;-
"432290 Viadutos";1;13;1;2;-;-;17
"432300 Viamão";-;6;3;3;60;-;72
"432310 Vicente Dutra";-;-;-;-;-;-;-
"432320 Victor Graeff";-;-;-;-;-;-;-
"432330 Vila Flores";-;-;-;-;-;-;-
"432335 Vila Lângaro";-;-;-;-;-;-;-
"432340 Vila Maria";-;-;-;-;-;-;-
"432345 Vila Nova do Sul";-;-;-;-;-;-;-
"432350 Vista Alegre";-;-;-;-;-;-;-
"432360 Vista Alegre do Prata";-;-;-;-;-;-;-
"432370 Vista Gaúcha";-;-;-;-;-;-;-
"432375 Vitória das Missões";-;-;-;-;-;-;-
"432377 Westfalia";-;-;-;-;-;-;-
"432380 Xangri-lá";-;-;-;-;-;-;-
"430000 Município ignorado - RS";-;-;-;-;-;-;-
"500020 Água Clara";-;-;-;-;-;-;-
"500025 Alcinópolis";-;-;-;-;-;-;-
"500060 Amambai";15;34;14;2;1;-;66
"500070 Anastácio";1;1;-;-;-;-;2
"500080 Anaurilândia";1;1;1;1;-;-;4
"500085 Angélica";1;11;2;6;-;-;20
"500090 Antônio João";-;-;-;-;-;-;-
"500100 Aparecida do Taboado";-;28;-;-;-;-;28
"500110 Aquidauana";14;10;7;3;-;-;34
"500124 Aral Moreira";-;-;-;-;-;-;-
"500150 Bandeirantes";-;-;-;-;-;-;-
"500190 Bataguassu";3;8;4;5;-;-;20
"500200 Batayporã";-;-;-;-;-;-;-
"500210 Bela Vista";2;1;1;-;-;-;4
"500215 Bodoquena";-;-;-;-;-;-;-
"500220 Bonito";-;-;-;-;-;-;-
"500230 Brasilândia";2;3;2;2;-;-;9
"500240 Caarapó";1;6;7;5;-;-;19
"500260 Camapuã";2;2;3;-;-;-;7
"500270 Campo Grande";272;378;52;35;135;53;925
"500280 Caracol";1;1;1;1;-;-;4
"500290 Cassilândia";4;12;6;4;1;-;27
"500295 Chapadão do Sul";2;-;-;-;28;-;30
"500310 Corguinho";-;-;-;-;-;-;-
"500315 Coronel Sapucaia";-;-;-;-;-;-;-
"500320 Corumbá";16;25;12;11;-;-;64
"500325 Costa Rica";6;3;4;1;-;-;14
"500330 Coxim";8;11;4;2;3;-;28
"500345 Deodápolis";-;-;-;-;-;-;-
"500348 Dois Irmãos do Buriti";-;-;-;-;-;-;-
"500350 Douradina";-;-;-;-;-;-;-
"500370 Dourados";101;78;24;21;11;-;235
"500375 Eldorado";10;10;10;6;-;-;36
"500380 Fátima do Sul";3;3;4;-;-;-;10
"500390 Figueirão";-;-;-;-;-;-;-
"500400 Glória de Dourados";1;3;-;-;-;-;4
"500410 Guia Lopes da Laguna";4;5;3;2;-;-;14
"500430 Iguatemi";-;4;2;-;-;-;6
"500440 Inocência";-;-;-;-;-;-;-
"500450 Itaporã";-;-;-;-;-;-;-
"500460 Itaquiraí";2;5;4;2;-;-;13
"500470 Ivinhema";-;-;-;-;-;-;-
"500480 Japorã";-;-;-;-;-;-;-
"500490 Jaraguari";-;-;-;-;-;-;-
"500500 Jardim";3;6;4;3;-;-;16
"500510 Jateí";-;2;-;-;-;-;2
"500515 Juti";-;-;-;-;-;-;-
"500520 Ladário";3;-;2;5;-;-;10
"500525 Laguna Carapã";-;-;-;-;-;-;-
"500540 Maracaju";-;6;-;-;-;-;6
"500560 Miranda";-;-;-;-;-;-;-
"500568 Mundo Novo";-;6;-;-;-;-;6
"500570 Naviraí";-;7;6;4;-;-;17
"500580 Nioaque";-;-;-;-;-;-;-
"500600 Nova Alvorada do Sul";-;-;-;-;-;-;-
"500620 Nova Andradina";10;13;3;8;-;-;34
"500625 Novo Horizonte do Sul";-;-;-;-;-;-;-
"500627 Paraíso das Águas";-;-;-;-;-;-;-
"500630 Paranaíba";17;18;15;14;15;-;79
"500635 Paranhos";-;-;-;-;-;-;-
"500640 Pedro Gomes";-;-;-;-;-;-;-
"500660 Ponta Porã";-;32;-;-;-;-;32
"500690 Porto Murtinho";-;-;-;-;-;-;-
"500710 Ribas do Rio Pardo";-;-;-;-;-;-;-
"500720 Rio Brilhante";1;1;2;1;-;-;5
"500730 Rio Negro";1;4;6;3;-;-;14
"500740 Rio Verde de Mato Grosso";-;-;-;-;-;-;-
"500750 Rochedo";-;-;-;-;-;-;-
"500755 Santa Rita do Pardo";-;-;-;-;-;-;-
"500769 São Gabriel do Oeste";-;-;-;-;-;-;-
"500780 Selvíria";-;-;-;-;-;-;-
"500770 Sete Quedas";-;-;-;-;-;-;-
"500790 Sidrolândia";-;12;-;-;-;-;12
"500793 Sonora";1;4;3;4;-;-;12
"500795 Tacuru";-;-;-;-;-;-;-
"500797 Taquarussu";-;-;-;-;-;-;-
"500800 Terenos";-;-;-;-;-;-;-
"500830 Três Lagoas";21;36;15;10;-;2;84
"500840 Vicentina";-;-;-;-;-;-;-
"500000 Município ignorado - MS";-;-;-;-;-;-;-
"510010 Acorizal";-;-;-;-;-;-;-
"510020 Água Boa";5;8;-;2;-;-;15
"510025 Alta Floresta";13;22;13;6;-;-;54
"510030 Alto Araguaia";8;25;15;16;-;-;64
"510035 Alto Boa Vista";-;-;-;-;-;-;-
"510040 Alto Garças";-;-;-;-;-;-;-
"510050 Alto Paraguai";-;-;-;-;-;-;-
"510060 Alto Taquari";2;1;2;1;-;-;6
"510080 Apiacás";-;-;-;-;-;-;-
"510100 Araguaiana";-;-;-;-;-;-;-
"510120 Araguainha";-;-;-;-;-;-;-
"510125 Araputanga";1;-;1;1;-;-;3
"510130 Arenápolis";-;-;-;-;-;-;-
"510140 Aripuanã";-;-;-;-;-;-;-
"510160 Barão de Melgaço";-;-;-;-;-;-;-
"510170 Barra do Bugres";-;-;-;-;-;-;-
"510180 Barra do Garças";13;8;8;6;1;-;36
"510185 Bom Jesus do Araguaia";-;-;-;-;-;-;-
"510190 Brasnorte";-;-;-;-;-;-;-
"510250 Cáceres";13;20;3;2;-;1;39
"510260 Campinápolis";-;-;-;-;-;-;-
"510263 Campo Novo do Parecis";-;2;-;-;-;-;2
"510267 Campo Verde";4;12;5;8;-;-;29
"510268 Campos de Júlio";-;-;-;-;-;-;-
"510269 Canabrava do Norte";-;-;-;-;-;-;-
"510270 Canarana";6;7;6;-;-;-;19
"510279 Carlinda";-;-;-;-;-;-;-
"510285 Castanheira";-;-;-;-;-;-;-
"510300 Chapada dos Guimarães";-;-;-;-;-;-;-
"510305 Cláudia";-;7;1;1;-;-;9
"510310 Cocalinho";-;-;-;-;-;-;-
"510320 Colíder";7;13;1;8;-;-;29
"510325 Colniza";2;-;1;-;-;-;3
"510330 Comodoro";2;3;3;3;-;-;11
"510335 Confresa";4;2;1;-;-;-;7
"510336 Conquista D'Oeste";-;-;-;-;-;-;-
"510337 Cotriguaçu";-;-;-;-;-;-;-
"510340 Cuiabá";333;211;42;37;-;28;651
"510343 Curvelândia";-;-;-;-;-;-;-
"510345 Denise";-;-;-;-;-;-;-
"510350 Diamantino";4;3;1;2;-;-;10
"510360 Dom Aquino";1;2;1;1;-;-;5
"510370 Feliz Natal";-;-;-;-;-;-;-
"510380 Figueirópolis D'Oeste";-;-;-;-;-;-;-
"510385 Gaúcha do Norte";-;-;-;-;-;-;-
"510390 General Carneiro";-;-;-;-;-;-;-
"510395 Glória D'Oeste";-;-;-;-;-;-;-
"510410 Guarantã do Norte";5;4;3;2;-;-;14
"510420 Guiratinga";1;1;1;1;-;-;4
"510450 Indiavaí";-;-;-;-;-;-;-
"510452 Ipiranga do Norte";-;-;-;-;-;-;-
"510454 Itanhangá";-;-;-;-;-;-;-
"510455 Itaúba";-;-;-;-;-;-;-
"510460 Itiquira";-;-;-;-;-;-;-
"510480 Jaciara";6;8;2;4;-;-;20
"510490 Jangada";-;-;-;-;-;-;-
"510500 Jauru";1;4;-;-;-;-;5
"510510 Juara";10;10;11;-;-;-;31
"510515 Juína";27;23;7;3;-;-;60
"510517 Juruena";-;-;-;-;-;-;-
"510520 Juscimeira";-;1;-;1;-;-;2
"510523 Lambari D'Oeste";-;-;-;-;-;-;-
"510525 Lucas do Rio Verde";15;13;4;4;-;-;36
"510530 Luciara";-;-;-;-;-;-;-
"510558 Marcelândia";-;-;-;-;-;-;-
"510560 Matupá";4;6;5;3;-;-;18
"510562 Mirassol d'Oeste";13;23;9;6;-;-;51
"510590 Nobres";2;2;2;1;-;-;7
"510600 Nortelândia";-;-;-;-;-;-;-
"510610 Nossa Senhora do Livramento";-;-;-;-;-;-;-
"510615 Nova Bandeirantes";-;-;-;-;-;-;-
"510620 Nova Brasilândia";-;-;-;-;-;-;-
"510621 Nova Canaã do Norte";-;-;-;-;-;-;-
"510880 Nova Guarita";-;-;-;-;-;-;-
"510618 Nova Lacerda";-;-;-;-;-;-;-
"510885 Nova Marilândia";-;-;-;-;-;-;-
"510890 Nova Maringá";-;-;-;-;-;-;-
"510895 Nova Monte Verde";-;-;-;-;-;-;-
"510622 Nova Mutum";2;5;3;2;-;-;12
"510617 Nova Nazaré";-;-;-;-;-;-;-
"510623 Nova Olímpia";2;10;3;1;-;-;16
"510619 Nova Santa Helena";-;-;-;-;-;-;-
"510624 Nova Ubiratã";-;-;-;-;-;-;-
"510625 Nova Xavantina";-;-;-;-;-;-;-
"510627 Novo Horizonte do Norte";-;-;-;-;-;-;-
"510626 Novo Mundo";-;-;-;-;-;-;-
"510631 Novo Santo Antônio";-;-;-;-;-;-;-
"510628 Novo São Joaquim";-;-;-;-;-;-;-
"510629 Paranaíta";-;-;-;-;-;-;-
"510630 Paranatinga";-;-;-;-;-;-;-
"510637 Pedra Preta";-;-;-;-;-;-;-
"510642 Peixoto de Azevedo";-;-;-;-;-;-;-
"510645 Planalto da Serra";-;-;-;-;-;-;-
"510650 Poconé";1;3;1;1;-;-;6
"510665 Pontal do Araguaia";-;-;-;-;-;-;-
"510670 Ponte Branca";-;-;-;-;-;-;-
"510675 Pontes e Lacerda";11;18;9;2;-;-;40
"510677 Porto Alegre do Norte";-;-;-;-;-;-;-
"510680 Porto dos Gaúchos";-;-;-;-;-;-;-
"510682 Porto Esperidião";-;-;-;-;-;-;-
"510685 Porto Estrela";-;-;-;-;-;-;-
"510700 Poxoréo";8;2;2;6;1;-;19
"510704 Primavera do Leste";19;30;15;10;2;-;76
"510706 Querência";2;1;1;1;-;-;5
"510715 Reserva do Cabaçal";-;-;-;-;-;-;-
"510718 Ribeirão Cascalheira";-;3;-;-;-;-;3
"510719 Ribeirãozinho";-;-;-;-;-;-;-
"510720 Rio Branco";-;-;-;-;-;-;-
"510757 Rondolândia";-;-;-;-;-;-;-
"510760 Rondonópolis";56;30;24;4;2;2;118
"510770 Rosário Oeste";-;6;2;-;-;-;8
"510775 Salto do Céu";-;-;-;-;-;-;-
"510724 Santa Carmem";-;-;-;-;-;-;-
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-
"510776 Santa Rita do Trivelato";-;-;-;-;-;-;-
"510777 Santa Terezinha";-;-;-;-;-;-;-
"510726 Santo Afonso";-;-;-;-;-;-;-
"510779 Santo Antônio do Leste";-;-;-;-;-;-;-
"510780 Santo Antônio do Leverger";-;-;-;-;-;-;-
"510785 São Félix do Araguaia";-;-;-;-;-;-;-
"510729 São José do Povo";-;-;-;-;-;-;-
"510730 São José do Rio Claro";-;-;-;-;-;-;-
"510735 São José do Xingu";3;10;2;-;-;-;15
"510710 São José dos Quatro Marcos";-;-;-;-;-;-;-
"510740 São Pedro da Cipa";-;-;-;-;-;-;-
"510787 Sapezal";4;7;4;4;-;-;19
"510788 Serra Nova Dourada";-;-;-;-;-;-;-
"510790 Sinop";28;56;23;25;-;12;144
"510792 Sorriso";15;9;22;16;-;-;62
"510794 Tabaporã";-;-;-;-;-;-;-
"510795 Tangará da Serra";27;25;20;15;2;-;89
"510800 Tapurah";-;-;-;-;-;-;-
"510805 Terra Nova do Norte";-;-;-;-;-;-;-
"510810 Tesouro";-;-;-;-;-;-;-
"510820 Torixoréu";-;-;-;-;1;-;1
"510830 União do Sul";-;-;-;-;-;-;-
"510835 Vale de São Domingos";-;-;-;-;-;-;-
"510840 Várzea Grande";54;44;10;21;-;-;129
"510850 Vera";-;-;-;-;-;-;-
"510550 Vila Bela da Santíssima Trindade";2;4;2;-;-;-;8
"510860 Vila Rica";-;-;-;-;-;-;-
"510000 Município ignorado - MT";-;-;-;-;-;-;-
"520005 Abadia de Goiás";-;-;-;-;-;-;-
"520010 Abadiânia";-;-;-;-;-;-;-
"520013 Acreúna";5;14;8;6;1;-;34
"520015 Adelândia";-;-;-;-;-;-;-
"520017 Água Fria de Goiás";-;-;-;-;-;-;-
"520020 Água Limpa";-;-;-;-;-;-;-
"520025 Águas Lindas de Goiás";1;-;-;-;-;-;1
"520030 Alexânia";-;-;-;-;-;-;-
"520050 Aloândia";-;-;-;-;-;-;-
"520055 Alto Horizonte";-;-;-;-;-;-;-
"520060 Alto Paraíso de Goiás";-;-;-;-;-;-;-
"520080 Alvorada do Norte";-;-;-;-;-;-;-
"520082 Amaralina";-;-;-;-;-;-;-
"520085 Americano do Brasil";-;-;-;-;-;-;-
"520090 Amorinópolis";-;-;-;-;-;-;-
"520110 Anápolis";160;132;24;27;125;7;475
"520120 Anhanguera";-;-;-;-;-;-;-
"520130 Anicuns";-;-;-;-;-;-;-
"520140 Aparecida de Goiânia";50;21;6;5;112;31;225
"520145 Aparecida do Rio Doce";-;-;-;-;-;-;-
"520150 Aporé";-;-;-;-;-;-;-
"520160 Araçu";-;-;-;-;-;-;-
"520170 Aragarças";-;-;-;-;-;-;-
"520180 Aragoiânia";-;-;-;-;-;-;-
"520215 Araguapaz";-;-;-;-;-;-;-
"520235 Arenópolis";-;-;-;-;-;-;-
"520250 Aruanã";-;-;-;-;-;-;-
"520260 Aurilândia";-;-;-;-;-;-;-
"520280 Avelinópolis";-;-;-;-;-;-;-
"520310 Baliza";-;-;-;-;-;-;-
"520320 Barro Alto";-;-;-;-;-;-;-
"520330 Bela Vista de Goiás";-;3;-;-;-;-;3
"520340 Bom Jardim de Goiás";-;-;-;-;-;-;-
"520350 Bom Jesus de Goiás";-;-;-;-;-;-;-
"520355 Bonfinópolis";-;-;-;-;-;-;-
"520357 Bonópolis";-;-;-;-;-;-;-
"520360 Brazabrantes";-;-;-;-;-;-;-
"520380 Britânia";-;-;-;-;-;-;-
"520390 Buriti Alegre";1;3;1;2;-;-;7
"520393 Buriti de Goiás";-;-;-;-;-;-;-
"520396 Buritinópolis";-;-;-;-;-;-;-
"520400 Cabeceiras";-;-;-;-;-;-;-
"520410 Cachoeira Alta";-;-;-;-;-;-;-
"520420 Cachoeira de Goiás";-;-;-;-;-;-;-
"520425 Cachoeira Dourada";-;-;-;-;-;-;-
"520430 Caçu";1;1;4;2;-;-;8
"520440 Caiapônia";-;-;-;-;-;-;-
"520450 Caldas Novas";18;16;10;5;1;3;53
"520455 Caldazinha";-;-;-;-;-;-;-
"520460 Campestre de Goiás";-;-;-;-;-;-;-
"520465 Campinaçu";-;-;-;-;-;-;-
"520470 Campinorte";-;-;-;-;-;-;-
"520480 Campo Alegre de Goiás";-;-;-;-;-;-;-
"520485 Campo Limpo de Goiás";-;-;-;-;-;-;-
"520490 Campos Belos";1;8;1;2;-;2;14
"520495 Campos Verdes";-;-;-;-;-;-;-
"520500 Carmo do Rio Verde";-;-;-;-;-;-;-
"520505 Castelândia";-;-;-;-;-;-;-
"520510 Catalão";37;31;10;8;2;30;118
"520520 Caturaí";-;-;-;-;-;-;-
"520530 Cavalcante";-;-;-;-;-;-;-
"520540 Ceres";89;51;11;12;3;-;166
"520545 Cezarina";-;-;-;-;-;-;-
"520547 Chapadão do Céu";-;-;3;-;-;-;3
"520549 Cidade Ocidental";10;3;7;6;-;-;26
"520551 Cocalzinho de Goiás";-;-;-;-;-;-;-
"520552 Colinas do Sul";-;-;-;-;-;-;-
"520570 Córrego do Ouro";-;-;-;-;-;-;-
"520580 Corumbá de Goiás";3;5;2;1;-;-;11
"520590 Corumbaíba";-;-;-;-;-;-;-
"520620 Cristalina";6;6;1;3;-;-;16
"520630 Cristianópolis";-;-;-;-;-;-;-
"520640 Crixás";3;19;4;-;-;-;26
"520650 Cromínia";-;-;-;-;-;-;-
